<<<<<<< HEAD
effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),3.954016792564482e-5,0.033198295300758546,0.001191030068484913,50.670040406622945,0.9990543725647127
fixed,NA,X_a,0.0973042894401679,0.022856996052297643,4.257090005070314,1245.4093912436633,2.2265153601230227e-5
fixed,NA,X_c,0.12689803722013618,0.026471796389500986,4.793707059127478,20.017372043120705,1.1035958295564592e-4
fixed,NA,X_f,0.06426119093477631,0.032422753642242334,1.9819782009833034,20.02121844933506,0.061377551755252585
fixed,NA,X_a:X_c,0.08340272104800774,0.02052705293446022,4.06306357343648,14301.708824462838,4.869144664344321e-5
fixed,NA,X_a:X_f,0.06752654717240746,0.025109228208962234,2.689311937843841,14310.231074682433,0.007168246623402719
fixed,NA,X_c:X_f,0.06745556919534414,0.0648474386374985,1.0402194845724788,20.023606137392477,0.31063610808168685
fixed,NA,X_a:X_c:X_f,-0.10103291687489624,0.050199110011711456,-2.012643587731441,14299.138295641345,0.04417084916294707
ran_pars,subj_id,sd__(Intercept),0.2081723574366216,NA,NA,NA,NA
ran_pars,lab_id,sd__(Intercept),0.18899034349851052,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.06318219451111778,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3615919895134141,NA,NA,NA,NA
fixed,NA,(Intercept),0.04345636440458258,0.036117082272798653,1.203208057515528,52.2298520341067,0.23432142479111706
fixed,NA,X_a,0.09952909666799038,0.023953720808797485,4.155057891107937,1238.1456067859933,3.475377002234765e-5
fixed,NA,X_c,0.10465820210250766,0.03063285446498039,3.4165344343653437,20.016773821221147,0.0027325286685787637
fixed,NA,X_f,0.03071261988920921,0.03752063387105451,0.8185527993678865,20.023605033245207,0.4226767579751777
fixed,NA,X_a:X_c,-0.0018158834950987425,0.02069794552355016,-0.08773254780444885,14541.237964662292,0.9300904580245695
fixed,NA,X_a:X_f,0.00923981396554406,0.02533732550921382,0.3646720314732522,14532.092870660268,0.7153615449473845
fixed,NA,X_c:X_f,-0.025528988155253507,0.07503860705763117,-0.3402113812646699,20.020762546128466,0.737240952357487
fixed,NA,X_a:X_c:X_f,0.11457326747966952,0.05068059129595111,2.26069318746924,14537.583068451788,0.023792985063445838
ran_pars,subj_id,sd__(Intercept),0.21746183442999478,NA,NA,NA,NA
ran_pars,lab_id,sd__(Intercept),0.20324820658697748,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07361980973804451,NA,NA,NA,NA
